;title;description;release_year;age_certification;runtime;genres;production_countries;imdb_score;imdb_votes;platform
974;Paths of Glory;A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.;1957;Unknown;88;['drama', 'war'];['US'];8.4;193108.0;Amazon Prime
11775;A West Wing Special to Benefit When We All Vote;Taped at Los Angeles’ iconic Orpheum Theatre, this staged presentation of The West Wing’s “Hartsfield’s Landing” episode stars core cast members along with special guest stars. Act Breaks feature commentary from former First Lady Michelle Obama, President Bill Clinton and Lin-Manuel Miranda who share messages about the vital importance of making our voices heard in every election.;2020;Unknown;64;['drama'];['US'];8.4;1191.0;HBO Max
12053;Life of Crime: 1984-2020;An intimate documentary that looks at the vicious cycles of drug addiction and street crime in one of the roughest parts of New Jersey.;2021;R;121;['documentation', 'crime'];['US'];8.4;1484.0;HBO Max
9857;High and Low;An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.;1963;Unknown;143;['thriller', 'crime', 'drama'];['JP'];8.4;42634.0;HBO Max
12657;The Dark Knight Rises;Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.;2012;PG-13;165;['thriller', 'action', 'drama', 'crime'];['US'];8.4;1669067.0;Netflix
13069;Bo Burnham: Make Happy;Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special about  life, death, sexuality, hypocrisy, mental illness and Pringles cans.;2016;Unknown;60;['comedy', 'music', 'documentation'];['US'];8.4;14356.0;Netflix
4045;Heavenly;Centers on Lily, a dedicated young female attorney, and a former angel, Dashiel Coffee, only recently turned human, who tackle cases at the attorney's legal aid clinic.;2011;Unknown;60;['drama'];['US'];8.4;23.0;Amazon Prime
14386;Dave Chappelle: Sticks & Stones;Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in this defiant stand-up special.;2019;R;65;['comedy'];['US'];8.4;26075.0;Netflix
2155;Braveheart;Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.;1995;R;177;['drama', 'history', 'war'];['US'];8.4;1016629.0;Amazon Prime
7524;ReWilding Kernwood;For three decades, Jean Aspen and Tom Irons called Alaska's remote Brooks Range home. Choosing to live lightly with the land, their family built a log cabin and explored the valley on foot-a journey they shared in books and documentaries. Now elders, the couple decide to close the circle and erase their footprints. In their third documentary, they dismantle their home and carefully restore the site to intact wilderness while exploring stewardship, responsibility, and human belonging to our living Earth. ReWilding Kernwood is a layered conversation on release, completion, and finding purpose in the shifting mystery of life.;2020;Unknown;86;['documentation'];['CA', 'DE'];8.4;21.0;Amazon Prime
12443;Louis C.K.: Hilarious;In this unique and dynamic live concert experience, Louis C.K.'s exploration of life after 40 destroys politically correct images of modern life with thoughts we have all had...but would rarely admit to.;2010;Unknown;84;['comedy'];['US'];8.4;12089.0;Netflix
10335;Memento;Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.;2000;R;113;['thriller'];['US'];8.4;1205770.0;HBO Max
8899;WALL·E;WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.;2008;G;98;['scifi', 'family', 'fantasy', 'romance', 'animation'];['US'];8.4;1083424.0;Disney+
13375;Won't You Be My Neighbor?;For more than thirty years, and through his television program, Fred Rogers (1928-2003), host, producer, writer and pianist, accompanied by his puppets and his many friends, spoke directly to young children about some of life's most important issues.;2018;PG-13;95;['documentation'];['US'];8.4;25061.0;Netflix
11456;Every Brilliant Thing;A filmed version of Jonny Donahoe’s acclaimed one-man show about depression, suicide and the lengths to which people go for those they love. Poignant and humorous, it follows a young boy who attempts to ease his mother’s depression by starting an enormous running list of everything worth living for.;2016;Unknown;60;['documentation'];['US'];8.4;577.0;HBO Max
15166;I'm Glad I Did;"Metin Akpınar has not been on the theater stage since 1992. In addition to TV series and movies, new generations were able to meet him with Devekuşu Kabare's six plays that could be recorded. As if it was written today, those who watched had a taste of his unique acting in current plays. It was an acting that accompanied his talent and his intellectual background. ""I'm Glad I Did"", when transferring through the years Metin Akpinar he brought his own narrative, on the other hand, offers a different approach to Turkey's recent history, leaving an archive for the future by refreshing memory.";2020;Unknown;123;['documentation'];['TR'];8.4;1416.0;Netflix
9648;The Great Dictator;Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.;1940;Unknown;125;['comedy', 'war', 'drama'];['US'];8.4;219871.0;HBO Max
7502;I Do;Unknown;2020;Unknown;71;['drama'];['US'];8.3;7.0;Amazon Prime
13061;Winter on Fire: Ukraine's Fight for Freedom;A documentary on the unrest in Ukraine during 2013 and 2014, as student demonstrations supporting European integration grew into a violent revolution calling for the resignation of President Viktor F. Yanukovich.;2015;Unknown;98;['documentation'];['UA', 'GB', 'US'];8.3;18748.0;Netflix
2585;Tommy Davidson: Illin' in Philly;An comedy concert featuring American stand-up comedian Tommy Davidson performing his classic comedic jokes. The concert was filmed before a live audience in Philadelphia, Pennsylvania.;1991;Unknown;30;['comedy', 'documentation'];['US'];8.3;42.0;Amazon Prime
6733;Steve Trevino: 'Til Death;Texas. The home of barbecue, The Alamo, and Steve Treviño. In his latest special, Til Death, America's favorite husband gives us a bitingly honest take on the day-to-day joy of marriage, kids, and living life with your best friend.;2019;Unknown;55;['comedy'];['US'];8.3;63.0;Amazon Prime
4454;Lincoln@Gettysburg;An examination of how President Abraham Lincoln used contemporary telecommunications to his maximum advantage in the American Civil War.;2013;PG;55;['documentation', 'history'];['US'];8.3;82.0;Amazon Prime
12255;Snatch;Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.;2000;R;103;['crime', 'comedy'];['US', 'GB'];8.3;841435.0;Netflix
7312;Jonas Kaufmann - Ein Weltstar ganz privat;"Opera star Jonas Kaufmann is known as the ""King of Tenors"". This emotional and personal film reveals the man behind the star. Here he is chatting with friends, rehearsing for the next concert or simply enjoying family life with his wife and children. Jonas shares his passion for coffee and cooking as well as his deep love of music and recalls the stepping stones of a career that led from humble beginnings to world fame. This Amazon exclusive documentary is filmed at the tenor's lakeside home in the Bavarian Alps and includes contributions from his family, friends and collaborators; allowing the viewer a unique insight into the personal life of one of the most renowned singers of our time. With Tis Amazon Exclusive documentary was filmed in his lakeside house in the Bavarian alps. Bavaria. Emotional and personal, the Amazon Exclusive documentary ""Jonas Kaufmann - A world star in private"" provides an insight into the family life of the multi-award-winning opera singer. Told by his accomponist Helmut Deutsch and Thomas Voigt (music advisor) we learn about his career from the beginnings to world fame. We also meet his long-term friends Judith Williams and Alexander-Klaus Stecher. Cooking lunch, sharing childhood stories or playing boccia with friends, Jonas Kaufmann gives us a very personal insight into his life.";2020;Unknown;74;['documentation'];['DE'];8.3;11.0;Amazon Prime
14397;Violet Evergarden: The Movie;As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.;2020;PG;140;['fantasy', 'animation', 'drama', 'romance'];['JP'];8.3;6099.0;Netflix
12205;Full Metal Jacket;A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.;1987;R;117;['war', 'drama'];['US', 'GB'];8.3;729274.0;Netflix
12837;Bill Burr: I'm Sorry You Feel That Way;Fresh, unflinching and devastatingly honest, Bill Burr lets loose in this feature length comedy special. Burr shares his essential tips for surviving the zombie apocalypse, exposes how rom-coms ruin great sex and explains how too many childhood hugs may be the ultimate downfall of man.;2014;Unknown;80;['comedy', 'documentation'];['US'];8.3;8084.0;Netflix
